Rap in deep,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
10,Wünsch mir was,01eVMUiJcYmHqy1HUURwOY,METRICKZ,2P7AfQW941UU324qq2ggZf,Mufasa,7gkyr2RLvlijFDtzXtXnz1,60,https://p.scdn.co/mp3-preview/3ee81e22c546d033626d8f27129b2707a48e5cab?cid=fa83a2fec7c440b7a2795d600d6b2c7e
11,Messer,6Bqm2beg8uT0aEt8GM83LL,Prinz Pi,3OYM3jjPVR60kOqmamRRgk,Messer,7uTSjA9bHLZ2GaYPeh56Cu,58,not available
12,Nur ein Grund (feat. Jah Khalib),1t7cJh7t5O5pgwkjZJv8pq,Kontra K,4lDiJcOJ2GLCK6p9q5BgfK,Nur ein Grund (feat. Jah Khalib),7qcEskQXNPIdG7kYPOKJg5,20,not available
13,Wem mach ich was vor,3iCLlhyVp6772vUecjPRji,Tua,1GXnXJCevXK2b7qDAwdU5u,Wem mach ich was vor,3CxssZMgOsNQo4Vw49sYT9,54,https://p.scdn.co/mp3-preview/1d6664dd65734cf50f9be12c9c63550cdc786027?cid=fa83a2fec7c440b7a2795d600d6b2c7e
14,Das Buch,6SX4L6NKqcH42eY2gX6qoX,Sido,4Yttlv9ndGjCDCVLqM7ACq,Das Buch,44VO2thQmrLPcVFJKHGtNF,66,not available
15,Mama,60LhU353JDjNjD6dStSdZv,METRICKZ,2P7AfQW941UU324qq2ggZf,Mama,27pYfxLXITw6UOjKWo8W1y,50,https://p.scdn.co/mp3-preview/100c1a4a69abfd42c1523779b2024206705a10ff?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,Suizid,6c1N7X3dDuHz3GXUHwVcNV,PA Sports,2qMezKrAKRh2Z2uR3fCqHt,Suizid,1nZqIqCyQrFNjUMy0Kgnmv,70,not available
17,1975,6mf2YhtRwQUdnORRrRQ3hP,MAJAN,60pVmLS5zlt31OWk340O3U,1975,4kItYcOQGDhTHUNA4NFUjc,64,not available
18,Supernova,58pfccNIRzIHDZVrHMOq3q,Marteria,3nDNDLcZuSto4k9u4AbcLB,Supernova,55vwB2rzUMiLzupHykME86,53,https://p.scdn.co/mp3-preview/03ef5d611f9a868fce5d0c76ad85152d786b1a9c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Leben vor dem Tod,1sGorUUJzayxTA5JF2Yt8c,Sido,4Yttlv9ndGjCDCVLqM7ACq,Leben vor dem Tod,1LegB8priXWa5SyfoALHje,71,not available
20,Hoch,7rWyCELHaVR08xOWupCkiK,Kontra K,4lDiJcOJ2GLCK6p9q5BgfK,Erde & Knochen (Deluxe Edition),7nJZZgzioTZRpidBYPqwHO,59,https://p.scdn.co/mp3-preview/1db105d2590e2c4be8011dc6001c12dadbeb8c3f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Warum ich (feat. Moe Phoenix),0mtaT3tbw0rTY6qIkTxpRM,PA Sports,2qMezKrAKRh2Z2uR3fCqHt,Warum ich (feat. Moe Phoenix),2AqvkuqvH0z0MMPdB34pIQ,54,not available
22,"5 Minuten (feat. Cro, AnnenMayKantereit, Trettmann)",1rciHe0jRJnF3J6CuAwOH0,KitschKrieg,5tHiL8SKSaZGMBUPIiSmX4,"5 Minuten (feat. Cro, AnnenMayKantereit, Trettmann)",3w1aO6cBxb3HoLgyUxB8qz,67,https://p.scdn.co/mp3-preview/c420e2d567796dd6cba7acb8b38f5a572fd7749b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,BRUDERHERZ,0CRjn1YkWU91lng9x4sWHa,Massiv,33Dtwad3snCG92mhmi17WM,BRUDERHERZ,6XRmTwOUMdrOy6C8QZZgYg,51,https://p.scdn.co/mp3-preview/05433f652bf5ed6dbcfb59136acbb5a9ffbf1076?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Tausend Tattoos,1rGZd7EVl4aOClpzDLNPwy,Sido,4Yttlv9ndGjCDCVLqM7ACq,Tausend Tattoos,7mxNuldTYg5SScgpyNsMd5,67,not available
25,Wilde Welt,0x8cnjsTAGxdqxXtNoZ73B,Chakuza,7sGj46FhEm7c19hArcGtlY,Wilde Welt,2I9kSRB3lIFuTdC05NlCXv,46,https://p.scdn.co/mp3-preview/ee9ff3511f6878852b16b69a6e6904bdcb8e0234?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Schutzengel,1AhCWp3EdGnOZdp41wMOI4,Azad,7LQLsKs1Qulq0BxYdhRnBU,Schutzengel,1kFpMgx0K19qJrQmZOPD8N,50,https://p.scdn.co/mp3-preview/ee7d6e95e93adde16f371e49fe8b8ca7d3c31619?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Ewigkeit,6mSVTMmaml2QvFEfXgmCzz,Majoe,1a71mkqZC54WhePSbnq7RK,Ewigkeit,2aCkoAi0TMcrXivLGmtDo1,58,https://p.scdn.co/mp3-preview/07996922b2dad1dafc282ba19405fdcc650dbfd7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Villa Auf Der Klippe (feat. Trettmann),3WmMLDQJljhKRPO4p0ZYSr,Max Herre,7IpWQKu80qQvyer3LO6SW3,Villa Auf Der Klippe (feat. Trettmann),0e0aljT1IHqTKfFGDclpHT,60,not available
29,Nostalgie,28coSh1PJ51UgkGsovqVdt,Fard,7iZ5x5fwRwROoX3iRWpVgN,Lost Tapes,6pFcpG2HomsBu7QqRYyXyW,55,https://p.scdn.co/mp3-preview/b41bcbebcd58b91868b74296c7d5ff7dc064dd8d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Venedig,5y5IhxcU44QOwPfcmuxu1y,Montez,5ZY4M2aGiTaZQEP6HfqeJc,Venedig,3ed5WnBtOEgVEvZeQ8h5XH,50,https://p.scdn.co/mp3-preview/a49821526d6e71a753d7308a6674ab62b593dfb7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Immer wieder (feat. MoTrip),01q4ydDZhk4xdVb0M7uvgu,Rooz,22qcssYcY9HKu3mgcXXEGq,Immer wieder,0Cblqeq9eWa5KmO6mLW5VJ,61,not available
32,Heimweg,46qU1V3tZy1ctP4k8JDPwf,Prinz Pi,3OYM3jjPVR60kOqmamRRgk,Heimweg,3WfvJM8Er3XkSY3Pspgkg3,53,https://p.scdn.co/mp3-preview/2e84ce7c9f8b6432d052414e6bb5f31d927c0218?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Seit du gesagt hast,3pZR2jLSPB7b9kFROuCxZ2,Danger Dan,2jXb8AWz82Sn3RRGOaia7a,Reflexionen aus dem beschönigten Leben,74CrIDwLDcI8HFvye6Vkht,46,https://p.scdn.co/mp3-preview/f76293dfeae67ab69214a135d25057d80dfa7b31?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Delorean,2J8AD51VCucMpedsi8hr6V,Vega,6F9QTYrJgiLY80BZGzWIHO,V,1LONwQD8QTDswOL3LzDzZ3,47,not available
35,Du fehlst hier,5bVnyZlYUzQ46PIw63f1WS,Pillath,6ZhSAhthwyV6WoyuM4CSbb,Du fehlst hier,01UwBX8Awj1ejPYEB2832C,42,https://p.scdn.co/mp3-preview/d246bb611f08d81e85978e9602de8e1a39cfdaa7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Genau wie du,5KugP0fInIKgxqymtNIOQC,MoTrip,69u5rPwWBKP7pJHpCGB9O5,Genau wie du,0FK6Xj12vvK8KxfiDLq2Ie,53,not available
37,Kugeln,4Hrd0WAAqqQecGlU7ZJpMk,Perez,3O6JEvN76o3iifjyTctGgr,Kugeln,7GVzeVTkXz3Nwo1sPO528G,40,https://p.scdn.co/mp3-preview/7c41859437e7ce62e0ee4007ec11323ae1e0c0ec?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Grauer Beton,20VvQEE7Fxuh7iXZszIQNp,Trettmann,6QzzeKV0VcnT2vJMYDPuL4,Grauer Beton,1PoUs0CIYvUYqW6X7Ut5FF,1,not available
39,Kein Ort,6bttMvbYkMxp4PlahARQa7,Mädness,7r29hnM0AiX10xqC7WKXh0,OG,2MXvXskaqVDn19oWcO5fKb,51,https://p.scdn.co/mp3-preview/3c13a8091f6e66912a040bf072d994fec81a6d02?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Ich will vergessen,6loP4mG1sXbsmQu56Afz98,Fard,7iZ5x5fwRwROoX3iRWpVgN,Alter Ego II,6J6vIjnNsLp1Z0bjI0xTrt,54,https://p.scdn.co/mp3-preview/6b7506b58898f885ed0d6cf6008cf0f667c631f4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Jedes Wort ist Gold wert,42jwAQgfw7GIYJdfxjhnGp,Kool Savas,1SUu1Bi7ev9HbOzyVC77qD,Royal Bunker,6QuWkRmCPHTXIJabMrLuSt,54,not available
42,Das Wenigste - Biztram Version,6Q9LAvjtaEjre2qwvJlsGm,Max Herre,7IpWQKu80qQvyer3LO6SW3,Das Wenigste,7eE9npByPbKU2gzaADDBMd,42,not available
43,10419,3irKuchN2iCEcFQKPGOBNx,Cro,3utZ2yeQk0Z3BCOBWP7Vlu,10419,77lCLNoxp5SjLS5M8ErbPI,60,not available
44,Nur ein Traum,7zHaarMLdIGXU9aaHZS0r9,PETE BOATENG,3puHIAxX4RQh1hmUxQDOEj,Nur ein Traum,7hSWqlbG4eGHGM8pWpI7IN,43,https://p.scdn.co/mp3-preview/989d68411e70c126d2a8511911450eec1af9346b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,Die Anderen,6e072NkXMDdjRP8cvdA9zw,Fatoni,4riceIF5JCEKaSIwwLqIYt,Die Anderen,5Sum2mQhyto7fmqt2r8M4A,38,not available
46,Oh Baby (feat. Jahmiel),3EoTBfk4aqGA2pcUISF2BM,Miwata,5RwRoCyyMD8TpyPaRAa0yr,Oh Baby (feat. Jahmiel),557rx52nrgPbi1L1IfHFCF,2,not available
47,Fan von dir,7L0rh5cpeSEYvb0zugEbbI,Bengio,0gfGtWOKV78OjwmQ0iGcE3,Fan von dir,33OBiKpDogfscJfaqP895H,47,not available
48,Letzte Liebe,3c0YI3VZ1aKfWlKBzTzah4,Prinz Pi,3OYM3jjPVR60kOqmamRRgk,Nichts war umsonst,5ychJJ8YoaOtiCGv8HElAP,53,https://p.scdn.co/mp3-preview/4c67189a6001c9fd78990a082571390e68d8a27c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Alles für mich (feat. Moe Phoenix),337IpkRKsb4oEFnsU84eLX,Fard,7iZ5x5fwRwROoX3iRWpVgN,"Habuubz, Volume 1",6GMwPADX93UZF1DsSeGXNW,57,https://p.scdn.co/mp3-preview/469260d7695f95f28a8f09156d3ad62510557243?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,Alles zieht vorbei,1e0CFUq28CpeVtaZcZ96mZ,Fatoni,4riceIF5JCEKaSIwwLqIYt,Andorra,4teQsdT2cHKCK4D4bdCgeN,48,not available
